Experiment,Jump set,Gene count,Term,P-value,Adjusted P-value,Overlap,Combined Score,Genes,Genes Ratio,Genes Number
GM12878 small vs H1ESC mid/large,with mids (small -> mid/large),242,Intrinsic Pathway for Apoptosis,0.124458636846093,0.3564276276033996,2/55,7.050188171444767,GSDME;TP73,0.008264462809917356,2
GM12878 small vs H1ESC mid/large,with mids (small -> mid/large),242,NOTCH2 Intracellular Domain Regulates Transcription,0.1253936956390809,0.3564276276033996,1/12,16.882830661201524,FCER2,0.004132231404958678,1
GM12878 small vs H1ESC mid/large,with mids (small -> mid/large),242,PECAM1 Interactions,0.1253936956390809,0.3564276276033996,1/12,16.882830661201524,PTPN6,0.004132231404958678,1
GM12878 small vs H1ESC mid/large,with mids (small -> mid/large),242,Peptide Hormone Biosynthesis,0.1253936956390809,0.3564276276033996,1/12,16.882830661201524,POMC,0.004132231404958678,1
GM12878 small vs H1ESC mid/large,with mids (small -> mid/large),242,Pyrimidine Catabolism,0.1253936956390809,0.3564276276033996,1/12,16.882830661201524,NT5E,0.004132231404958678,1
GM12878 small vs H1ESC mid/large,with mids (small -> mid/large),242,Defective RIPK1-mediated Regulated Necrosis,0.1253936956390809,0.3564276276033996,1/12,16.882830661201524,MLKL,0.004132231404958678,1
GM12878 small vs H1ESC mid/large,with mids (small -> mid/large),242,Endosomal Vacuolar Pathway,0.1253936956390809,0.3564276276033996,1/12,16.882830661201524,LNPEP,0.004132231404958678,1
GM12878 small vs H1ESC mid/large,with mids (small -> mid/large),242,TP53 Regulates Transcription of Caspase Activators and Caspases,0.1253936956390809,0.3564276276033996,1/12,16.882830661201524,TP73,0.004132231404958678,1
GM12878 small vs H1ESC mid/large,with mids (small -> mid/large),242,TP53 Regulates Transcription of Death Receptors and Ligands,0.1253936956390809,0.3564276276033996,1/12,16.882830661201524,TP73,0.004132231404958678,1
GM12878 small vs H1ESC mid/large,with mids (small -> mid/large),242,"PI5P, PP2A and IER3 Regulate PI3K AKT Signaling",0.1261114363447244,0.3564276276033996,3/111,5.165968095454382,NTRK2;RHOG;PIK3CD,0.012396694214876033,3
GM12878 small vs H1ESC mid/large,with mids (small -> mid/large),242,FCERI Mediated MAPK Activation,0.1261114363447244,0.3564276276033996,3/111,5.165968095454382,SYK;GRAP2;PLCG2,0.012396694214876033,3
GM12878 small vs H1ESC mid/large,with mids (small -> mid/large),242,Transcriptional Activation of Mitochondrial Biogenesis,0.1281679733426847,0.3605472894967113,2/56,6.821759852427651,MEF2C;CRTC3,0.008264462809917356,2
